e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 5
e 3 7 5
e 4 8 5
e 5 9 5
e 6 10 5
e 7 11 5
e 8 12 5
e 9 12 5
e 10 13 5
e 11 13 5
e 12 14 2
e 13 15 2

t # 16
v 0 2
v 1 2
v 2 2
v 3 3
v 4 11
v 5 2
v 6 2
v 7 11
v 8 11
e 0 1 2
e 0 2 2
e 0 3 3
e 1 4 2
e 1 5 2
e 1 6 2
e 2 7 2
e 2 8 2

t # 17
v 0 2
v 1 3
v 2 3
v 3 2
v 4 3
v 5 2
v 6 2
v 7 2
v 8 2
v 9 3
v 10 2
v 11 3
v 12 3
e 0 1 3
e 0 2 2
e 0 3 2
e 3 4 2
e 3 5 2
e 3 6 2
e 5 7 2
e 6 8 2
e 7 9 2
e 7 10 2
e 8 11 2
e 8 10 2
e 10 12 2

t # 18
v 0 2
v 1 3
v 2 2
v 3 2
v 4 2
v 5 6
v 6 6
v 7 2
v 8 2
e 0 1 2
e 0 2 2
e 1 3 2
e 2 4 2
e 3 5 3
e 3 6 2
e 4 7 2
e 7 8 2

t # 19
v 0 6
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 6
e 0 1 2
e 0 2 2
e 0 3 2
e 1 4 2
e 2 5 2
e 3 6 2
e 4 7 2
e 5 7 2
e 6 7 2

t # 20
v 0 2
v 1 2
v 2 3
v 3 2
v 4 3
v 5 3
v 6 2
v 7 2
v 8 2
v 9 3
v 10 2
v 11 2
v 12 2
v 13 2
e 0 1 2
e 0 2 3
e 0 3 2
e 1 4 2
e 1 5 3
e 3 6 2
e 3 7 2
e 4 8 2
e 6 9 3
e 6 10 2
e 7 11 2
e 8 12 2
e 10 13 2
e 11 13 2

t # 21
v 0 6
v 1 5
v 2 3
v 3 3
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 3
v 12 3
v 13 2
v 14 2
v 15 2
e 0 1 2
e 0 2 3
e 0 3 3
e 0 4 2
e 1 5 2
e 4 6 5
e 4 7 5
e 5 8 2
e 6 9 5
e 7 10 5
e 8 11 2
e 8 12 3
e 9 13 5
e 10 13 5
e 11 14 2
e 14 15 2

t # 22
v 0 5
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 3
v 7 2
v 8 2
v 9 5
e 0 1 2
e 0 2 2
e 0 3 2
e 1 4 2
e 1 5 2
e 1 6 2
e 2 7 2
e 3 8 2
e 4 9 2

t # 23
v 0 3
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 3
v 9 2
v 10 2
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
e 0 1 3
e 1 2 5
e 1 3 5
e 2 4 5
e 2 5 5
e 3 6 5
e 3 7 5
e 4 8 5
e 4 9 5
e 5 10 5
e 6 11 5
e 6 8 5
e 7 12 5
e 9 13 2
e 9 14 5
e 10 14 5
e 11 15 5
e 12 15 5

t # 25
v 0 2
v 1 3
v 2 2
v 3 2
v 4 3
v 5 2
v 6 3
v 7 2
v 8 3
v 9 2
v 10 2
v 11 3
e 0 1 2
e 0 2 2
e 2 3 2
e 2 4 2
e 3 5 2
e 3 6 2
e 4 7 2
e 5 8 2
e 5 9 2
e 6 10 2
e 7 8 2
e 9 11 2
e 10 11 2

t # 26
v 0 2
v 1 5
v 2 3
v 3 5
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
v 12 5
v 13 2
e 0 1 2
e 0 2 3
e 0 3 2
e 1 4 2
e 1 5 2
e 3 6 2
e 3 7 2
e 4 8 2
e 5 9 2
e 6 10 2
e 7 11 2
e 10 12 2
e 11 12 2
e 12 13 2

t # 28
v 0 3
v 1 2
v 2 5
v 3 2
v 4 2
v 5 6
v 6 6
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 2
e 3 5 2
e 4 6 3
e 4 5 2

t # 29
v 0 2
v 1 2
v 2 2
v 3 2
v 4 2
v 5 5
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
e 0 1 3
e 0 2 2
e 0 3 2
e 1 4 2
e 2 5 4
e 3 6 5
e 3 7 5
e 4 8 5
e 4 9 5
e 6 10 5
e 7 11 5
e 8 12 5
e 9 13 5
e 10 14 5
e 11 14 5
e 12 15 5
e 13 15 5

t # 30
v 0 2
v 1 3
v 2 3
v 3 2
v 4 2
v 5 2
v 6 6
v 7 2
v 8 2
v 9 2
e 0 1 3
e 0 2 2
e 0 3 2
e 3 4 5
e 3 5 5
e 4 6 2
e 4 7 5
e 5 8 5
e 7 9 5
e 8 9 5

t # 31
v 0 2
v 1 6
v 2 2
v 3 3
v 4 3
v 5 3
v 6 2
v 7 2
e 0 1 2
e 0 2 2
e 1 3 3
e 1 4 3
e 1 5 2
e 2 6 2
e 2 7 3

t # 33
v 0 2
v 1 2
v 2 6
v 3 6
v 4 2
v 5 3
v 6 2
v 7 2
v 8 2
v 9 3
v 10 2
v 11 2
v 12 2
v 13 3
v 14 2
v 15 3
v 16 2
v 17 3
v 18 2
v 19 3
v 20 3
e 0 1 2
e 0 2 2
e 0 3 2
e 1 4 2
e 1 5 2
e 2 6 2
e 3 7 2
e 4 8 2
e 4 9 2
e 6 10 2
e 7 11 2
e 8 12 2
e 8 13 2
e 12 14 2
e 12 15 2
e 14 16 2
e 14 17 2
e 16 18 2
e 16 19 2
e 18 20 2

t # 34
v 0 2
v 1 2
v 2 2
v 3 3
v 4 2
v 5 3
v 6 2
v 7 3
v 8 2
v 9 3
v 10 2
v 11 3
v 12 2
v 13 3
v 14 3
v 15 3
v 16 3
e 0 1 2
e 0 2 2
e 0 3 2
e 1 4 2
e 1 5 2
e 2 6 2
e 2 7 2
e 4 8 2
e 4 9 2
e 6 10 2
e 6 11 2
e 8 12 2
e 8 13 2
e 10 14 3
e 10 15 2
e 12 16 2

t # 35
v 0 8
v 1 7
v 2 8
v 3 5
v 4 5
v 5 7
v 6 7
v 7 8
v 8 8
v 9 5
v 10 8
v 11 8
e 0 1 2
e 1 2 2
e 1 3 3
e 1 4 2
e 3 5 2
e 4 6 3
e 5 7 2
e 5 8 2
e 5 9 3
e 6 10 2
e 6 11 2
e 6 9 2

t # 36
v 0 2
v 1 2
v 2 6
v 3 2
v 4 3
v 5 3
v 6 3
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
e 0 1 2
e 0 2 2
e 1 3 2
e 2 4 3
e 2 5 3
e 2 6 2
e 3 7 2
e 7 8 2
e 8 9 2
e 9 10 2
e 10 11 2

t # 37
v 0 2
v 1 2
v 2 2
v 3 6
v 4 2
v 5 3
v 6 3
v 7 3
v 8 2
v 9 3
e 0 1 2
e 0 2 2
e 1 3 2
e 2 4 2
e 3 5 3
e 3 6 3
e 3 7 2
e 4 8 2
e 8 9 2

t # 38
v 0 3
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 3
v 7 2
v 8 3
v 9 2
v 10 3
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
v 16 3
v 17 2
v 18 2
v 19 3
v 20 2
v 21 3
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 2
e 3 7 2
e 4 8 2
e 4 9 5
e 5 10 2
e 5 11 5
e 7 12 2
e 7 8 2
e 9 13 5
e 11 13 5
e 12 14 5
e 12 15 5
e 13 16 2
e 14 17 5
e 15 18 5
e 17 19 2
e 17 20 5
e 18 20 5
e 20 21 2

t # 39
v 0 2
v 1 2
v 2 3
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 3
v 9 2
v 10 3
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
v 16 2
v 17 2
v 18 3
v 19 2
v 20 3
v 21 2
v 22 2
v 23 3
v 24 2
v 25 3
v 26 2
v 27 2
v 28 3
v 29 3
v 30 3
e 0 1 2
e 0 2 3
e 0 3 2
e 1 4 2
e 3 5 5
e 3 6 5
e 4 7 2
e 5 8 2
e 5 9 5
e 6 10 2
e 6 11 5
e 7 12 5
e 7 13 5
e 8 14 2
e 9 15 5
e 11 15 5
e 12 16 5
e 13 17 5
e 14 18 2
e 14 19 2
e 15 20 2
e 16 21 5
e 17 21 5
e 18 22 2
e 19 23 2
e 19 24 2
e 21 25 2
e 22 26 2
e 22 27 2
e 24 28 2
e 24 27 2
e 26 29 2
e 27 30 2

t # 40
v 0 2
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
v 16 3
v 17 2
v 18 5
v 19 2
v 20 3
v 21 2
v 22 2
v 23 2
v 24 2
v 25 3
e 0 1 2
e 1 2 2
e 1 3 2
e 1 4 2
e 2 5 5
e 2 6 5
e 3 7 2
e 3 8 2
e 4 9 2
e 5 10 2
e 5 11 5
e 6 12 5
e 7 13 2
e 7 14 2
e 7 15 2
e 8 10 2
e 9 15 2
e 10 16 3
e 11 17 5
e 12 17 5
e 13 18 4
e 17 19 2
e 19 20 2
e 19 21 2
e 19 22 2
e 20 23 2
e 23 24 2
e 23 25 3

t # 41
v 0 2
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 8
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
v 16 2
v 17 8
v 18 2
v 19 8
v 20 3
v 21 3
v 22 2
v 23 8
v 24 2
v 25 2
e 0 1 2
e 1 2 2
e 1 3 2
e 1 4 2
e 2 5 2
e 2 6 2
e 3 7 2
e 3 8 2
e 4 9 2
e 5 10 2
e 5 11 2
e 5 12 2
e 6 13 2
e 7 14 2
e 7 15 2
e 7 16 2
e 8 12 2
e 9 16 2
e 11 17 2
e 11 18 2
e 12 19 2
e 13 18 2
e 14 20 3
e 14 21 2
e 18 22 2
e 18 23 2
e 22 24 2
e 22 25 2

t # 42
v 0 3
v 1 2
v 2 2
v 3 2
v 4 5
v 5 3
v 6 5
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
v 12 2
v 13 5
v 14 5
v 15 2
v 16 3
v 17 3
v 18 2
v 19 2
v 20 2
v 21 5
v 22 5
v 23 5
v 24 2
v 25 2
v 26 2
v 27 2
v 28 2
v 29 2
v 30 2
v 31 2
v 32 3
v 33 2
e 0 1 2
e 1 2 2
e 1 3 2
e 2 4 2
e 2 5 2
e 3 6 2
e 3 7 2
e 4 8 5
e 4 9 5
e 5 7 2
e 6 10 2
e 7 11 2
e 8 12 5
e 8 13 5
e 9 14 5
e 10 15 2
e 10 16 3
e 11 17 2
e 12 18 5
e 12 14 5
e 13 19 5
e 15 20 2
e 15 21 2
e 18 22 2
e 18 23 5
e 19 23 5
e 20 24 2
e 22 25 2
e 22 26 2
e 24 27 5
e 24 28 5
e 27 29 5
e 28 30 5
e 29 31 5
e 30 31 5
e 31 32 2
e 32 33 2

t # 43
v 0 5
v 1 2
v 2 5
v 3 6
v 4 2
v 5 2
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 2
e 3 5 2
e 4 5 2

t # 44
v 0 3
v 1 2
v 2 2
v 3 3
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 3
v 12 2
v 13 2
v 14 2
v 15 2
v 16 2
v 17 2
v 18 2
v 19 2
v 20 2
v 21 2
v 22 2
v 23 2
v 24 2
v 25 2
v 26 2
v 27 3
v 28 2
v 29 3
v 30 2
v 31 2
v 32 3
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 2
e 2 5 2
e 3 6 2
e 4 7 2
e 4 8 2
e 4 9 2
e 5 10 2
e 5 6 2
e 6 11 3
e 7 12 2
e 7 13 3
e 8 14 2
e 8 15 2
e 9 16 3
e 10 17 2
e 10 12 2
e 10 16 2
e 12 18 2
e 12 19 2
e 13 20 2
e 14 21 2
e 14 22 2
e 14 20 2
e 15 23 2
e 17 24 2
e 19 25 2
e 22 26 2
e 22 23 2
e 24 27 2
e 24 25 2
e 26 28 2
e 26 29 3
e 27 30 2
e 30 31 2
e 30 32 3

t # 45
v 0 5
v 1 2
v 2 2
v 3 2
v 4 5
v 5 6
v 6 2
v 7 2
v 8 2
v 9 6
v 10 2
v 11 2
v 12 3
v 13 2
v 14 2
v 15 2
v 16 2
v 17 2
v 18 2
v 19 2
v 20 2
e 0 1 2
e 0 2 3
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 2
e 4 7 2
e 4 8 5
e 5 9 5
e 6 10 2
e 7 11 2
e 8 12 3
e 8 9 5
e 10 13 2
e 11 14 2
e 13 15 2
e 14 16 2
e 15 17 2
e 16 18 2
e 18 19 2
e 19 20 2

t # 46
v 0 6
v 1 5
v 2 3
v 3 3
v 4 2
v 5 2
v 6 5
v 7 2
v 8 2
v 9 3
v 10 5
v 11 3
e 0 1 2
e 0 2 3
e 0 3 3
e 0 4 2
e 4 5 5
e 4 6 5
e 5 7 5
e 6 8 5
e 7 9 2
e 7 10 5
e 8 11 2
e 8 10 5

t # 47
v 0 6
v 1 2
v 2 3
v 3 3
v 4 2
v 5 2
v 6 2
v 7 5
v 8 2
v 9 2
v 10 3
v 11 5
v 12 3
e 0 1 2
e 0 2 3
e 0 3 3
e 0 4 2
e 1 5 2
e 4 6 5
e 4 7 5
e 6 8 5
e 7 9 5
e 8 10 2
e 8 11 5
e 9 12 2
e 9 11 5

t # 48
v 0 3
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 3
v 12 2
v 13 2
v 14 3
v 15 2
v 16 2
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 5
e 3 7 5
e 4 8 2
e 4 9 5
e 5 10 2
e 5 11 5
e 6 12 5
e 6 8 2
e 7 13 5
e 8 14 3
e 9 15 2
e 9 11 5
e 12 16 5
e 13 16 5

t # 49
v 0 2
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 5
v 12 3
v 13 8
v 14 2
v 15 5
v 16 5
v 17 2
v 18 5
e 0 1 3
e 0 2 2
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 3
e 4 7 5
e 5 8 5
e 6 9 2
e 7 10 5
e 8 10 5
e 9 11 2
e 9 12 3
e 10 13 2
e 11 14 2
e 14 15 2
e 14 16 3
e 15 17 2
e 17 18 4

t # 50
v 0 2
v 1 5
v 2 2
v 3 3
v 4 5
v 5 2
v 6 2
v 7 2
v 8 2
v 9 3
v 10 3
v 11 3
v 12 2
v 13 2
v 14 3
v 15 3
e 0 1 2
e 0 2 2
e 0 3 3
e 1 4 2
e 2 5 3
e 4 6 2
e 5 7 2
e 6 8 2
e 6 9 3
e 7 10 3
e 7 11 2
e 8 12 3
e 12 13 2
e 13 14 3
e 13 15 2

t # 51
v 0 3
v 1 2
v 2 5
v 3 2
v 4 5
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 3
v 11 2
v 12 2
v 13 3
v 14 2
v 15 3
v 16 2
v 17 2
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 2
e 2 5 2
e 3 6 2
e 3 7 2
e 4 8 2
e 4 9 2
e 5 10 3
e 5 11 2
e 7 12 2
e 7 9 2
e 8 13 3
e 8 14 2
e 9 15 3
e 11 16 2
e 11 14 2
e 14 17 2

t # 52
v 0 5
v 1 2
v 2 2
v 3 2
v 4 3
v 5 2
v 6 2
v 7 2
v 8 6
v 9 3
v 10 5
v 11 2
v 12 6
v 13 2
e 0 1 2
e 0 2 2
e 1 3 2
e 1 4 3
e 2 5 5
e 2 6 5
e 5 7 5
e 5 8 5
e 6 9 3
e 6 10 5
e 7 11 5
e 7 10 5
e 8 12 5
e 10 13 2
e 11 12 5

t # 53
v 0 2
v 1 2
v 2 2
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 2
v 10 2
v 11 2
v 12 2
v 13 5
v 14 2
v 15 2
v 16 2
v 17 2
v 18 5
v 19 2
v 20 2
e 0 1 3
e 0 2 2
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 5
e 3 7 5
e 4 8 5
e 4 9 5
e 5 10 5
e 6 11 5
e 7 12 5
e 8 13 5
e 8 14 5
e 9 15 5
e 10 13 5
e 11 16 5
e 12 16 5
e 14 17 5
e 15 17 5
e 16 18 2
e 18 19 2
e 18 20 2

t # 54
v 0 3
v 1 2
v 2 2
v 3 3
v 4 5
v 5 2
v 6 2
v 7 5
v 8 2
v 9 2
v 10 3
v 11 2
v 12 2
v 13 2
v 14 2
v 15 2
v 16 2
v 17 2
v 18 2
v 19 2
v 20 2
v 21 3
v 22 3
v 23 3
v 24 2
v 25 2
v 26 2
v 27 2
v 28 2
v 29 2
e 0 1 3
e 1 2 2
e 1 3 2
e 2 4 2
e 2 5 2
e 3 6 2
e 4 7 2
e 4 8 2
e 5 9 2
e 5 6 2
e 6 10 3
e 7 11 2
e 7 9 2
e 8 12 2
e 8 13 2
e 9 14 2
e 11 15 2
e 11 12 2
e 12 16 2
e 13 17 5
e 13 18 5
e 14 19 5
e 14 20 5
e 15 21 3
e 15 22 2
e 16 23 3
e 16 22 2
e 17 24 5
e 18 25 5
e 19 26 5
e 20 27 5
e 24 28 5
e 25 28 5
e 26 29 5
e 27 29 5

t # 55
v 0 5
v 1 2
v 2 2
v 3 2
v 4 5
v 5 5
v 6 2
v 7 2
v 8 2
v 9 2
v 10 5
v 11 2
e 0 1 2
e 0 2 2
e 0 3 2
e 1 4 2
e 2 5 2
e 3 6 2
e 4 7 2
e 4 8 2
e 5 9 2
e 5 6 2
e 7 10 2
e 8 11 2
e 9 10 2
e 10 11 2

t # 56
v 0 8
v 1 5
v 2 2
v 3 2
v 4 2
v 5 5
v 6 2
v 7 3
v 8 5
v 9 5
v 10 2
v 11 8
v 12 2
v 13 2
v 14 2
v 15 8
v 16 8
v 17 2
v 18 2
v 19 3
v 20 2
v 21 2
v 22 2
v 23 2
v 24 2
v 25 2
e 0 1 2
e 1 2 2
e 1 3 2
e 2 4 2
e 2 5 2
e 2 6 2
e 3 7 3
e 3 8 2
e 4 9 2
e 4 10 2
e 4 8 2
e 5 11 2
e 5 12 2
e 6 13 5
e 6 14 5
e 8 15 2
e 9 16 2
e 9 12 2
e 10 17 5
e 10 18 5
e 12 19 3
e 13 20 5
e 14 21 5
e 17 22 5
e 18 23 5
e 20 24 5
e 21 24 5
e 22 25 5
e 23 25 5

t # 57
v 0 6
v 1 2
v 2 2
v 3 2
v 4 5
v 5 5
v 6 3
v 7 2
v 8 2
v 9 2
v 10 5
v 11 5
v 12 5
v 13 2
v 14 6
v 15 2
v 16 5
v 17 5
v 18 2
v 19 2
v 20 5
v 21 5
v 22 5
e 0 1 2
e 0 2 2
e 1 3 2
e 2 4 5
e 2 5 5
e 3 6 2
e 4 7 5
e 5 8 5
e 6 9 2
e 7 10 2
e 7 11 5
e 8 12 2
e 8 11 5
e 9 13 2
e 13 14 2
e 14 15 2
e 15 16 5
e 15 17 5
e 16 18 5
e 17 19 5
e 18 20 2
e 18 21 5
e 19 22 2
e 19 21 5

t # 58
v 0 5
v 1 3
v 2 3
v 3 2
v 4 2
v 5 2
v 6 2
v 7 2
v 8 2
v 9 3
v 10 2
v 11 3
v 12 2
v 13 5
v 14 2
v 15 2
v 16 3
v 17 3
v 18 2
v 19 2
v 20 2
e 0 1 3
e 0 2 2
e 0 3 2
e 3 4 5
e 3 5 5
e 4 6 5
e 4 7 5
e 5 8 5
e 6 9 5
e 6 10 5
e 7 11 3
e 7 12 5
e 8 13 2
e 8 10 5
e 9 14 5
e 12 15 5
e 12 14 5
e 13 16 3
e 13 17 2
e 14 18 5
e 15 19 5
e 18 20 5
e 19 20 5

t # 59
v 0 5
v 1 3
v 2 3
v 3 2
v 4 2
v 5 2
